Word,Pronunciation,Root Word Returned,Missing
burping, bɝːp bɝːp,1,0
burr, bɝː bɝː bɝː,0,0
burrito, bəˈriːt̬oʊ bəˈrit̬·oʊ,0,0
burritos, bəˈriːt̬oʊ bəˈrit̬·oʊ,1,0
burro,,0,1
burros,,0,1
burroughs,,0,1
burrow," ˈbɝːoʊ ˈbɜr·oʊ, ˈbʌr·oʊ",0,0
burrower,,0,1
burrowing, ˈbɝːoʊ ˈbɝːoʊ ˈbɝːoʊ,1,0
burrows," ˈbɝːoʊ ˈbɜr·oʊ, ˈbʌr·oʊ",1,0
burry,,0,1
burse,,0,1
burst, bɝːst bɝːst bɜrst bɜrst,0,0
bursting, bɝːst bɝːst bɝːst bɜrst bɜrst,1,0
bursts, bɝːst bɝːst bɝːst bɜrst bɜrst,1,0
burt,,0,1
burton,,0,1
burundi, bʊˈrʊndi,1,0
bury, ˈberi ˈberi ˈberi ˈberi ˈberi ˈberi ˈberi ˈberi ˈber·i ˈber·i ˈber·i,0,0
burying, ˈberi ˈberi ˈberi ˈberi ˈberi ˈberi ˈberi ˈberi,1,0
bus, bʌs bʌs bʌs,0,0
busboy, ˈbʌsbɔɪ ˈbʌsˌbɔɪ,0,0
busboys, ˈbʌsbɔɪ ˈbʌsˌbɔɪ,1,0
busby, ˈbʌzbi,0,0
bused, bʌs bʌs bʌs,1,0
buses,,1,0
bush, bʊʃ bʊʃ bʊʃ bʊʃ bʊʃ,0,0
bushel, ˈbʊʃəl ˈbʊʃ·əl ˈbʊʃəl,0,0
bushels, ˈbʊʃəl ˈbʊʃ·əl ˈbʊʃəl,1,0
busher,,0,1
bushes, bʊʃ bʊʃ bʊʃ bʊʃ bʊʃ bʊʃ,1,0
bushings,,0,1
bushman, ˈbʊʃmən ˈbʊʃmən,1,0
bushmen, ˈbʊʃmən ˈbʊʃmən,1,0
bushwhack,,0,1
bushwhacked,,0,1
bushwhacking,,0,1
bushy, ˈbʊʃi ˈbʊʃ·i,0,0
busied, ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪz·i ˈbɪz·i,1,0
busier, ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪz·i ˈbɪz·i,1,0
busiest, ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪz·i ˈbɪz·i,1,0
busily, ˈbɪzəli ˈbɪz·ə·li,0,0
business," ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪz·nəs, -nəz ˈbɪz·nəs, -nəz ˈbɪz·nəs, -nəz ˈbɪz·nəs, -nəz",1,0
businesses," ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪznɪs ˈbɪz·nəs, -nəz ˈbɪz·nəs, -nəz ˈbɪz·nəs, -nəz ˈbɪz·nəs, -nəz",1,0
businesslike," ˈbɪznɪslaɪk ˈbɪz·nəsˌlɑɪk, -nəz-",1,0
businessman," ˈbɪznɪsmən ˈbɪz·nəs·mən, -nəz-, -ˌmæn ˈbɪznɪsmən ˈbɪznɪsmən",0,0
businessmen," ˈbɪznɪsmən ˈbɪz·nəs·mən, -nəz-, -ˌmæn ˈbɪznɪsmən ˈbɪznɪsmən",1,0
businessperson,,1,0
businesswoman," ˈbɪznɪsˌwʊmən ˈbɪz·nəsˌwʊm·ən, -nəz-",1,0
businesswomen," ˈbɪznɪsˌwʊmən ˈbɪz·nəsˌwʊm·ən, -nəz-",1,0
busing, bʌs bʌs bʌs,1,0
busload,,0,1
busloads,,0,1
buss,,0,1
bussed,,1,0
busses,,1,0
bussing,,1,0
bust, bʌst bʌst bʌst bʌst bʌst,1,0
bustard, ˈbʌstɚd,0,0
busted, ˈbʌstɪd ˈbʌstɪd ˈbʌstɪd,0,0
buster, ˈbʌstɚ,0,0
busters, ˈbʌstɚ  -bʌstɚ,1,0
bustier, ˈbʌsti,1,0
busting, bʌst bʌst bʌst bʌst bʌst bʌst,1,0
bustle, ˈbʌsəl ˈbʌs·əl,0,0
bustling, ˈbʌslɪŋ,0,0
busto,,0,1
busts, bʌst bʌst bʌst bʌst bʌst bʌst,1,0
busty, ˈbʌsti,0,0
busy, ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪzi ˈbɪz·i ˈbɪz·i,1,0
but," strong bʌt bʌt, bət",0,0
butane,,1,0
butch, bʊtʃ,0,0
butcher, ˈbʊtʃɚ ˈbʊtʃɚ ˈbʊtʃɚ ˈbʊtʃ·ər ˈbʊtʃ·ər,0,0
butchered, ˈbʊtʃɚ ˈbʊtʃɚ ˈbʊtʃɚ,1,0
butchering, ˈbʊtʃɚ ˈbʊtʃɚ ˈbʊtʃɚ,1,0
butchers, ˈbʊtʃɚ ˈbʊtʃɚ ˈbʊtʃɚ ˈbʊtʃ·ər ˈbʊtʃ·ər,1,0
butchery, ˈbʊtʃɚi ˈbʊtʃɚi ˈbʊtʃɚi ˈbʊtʃɚi,0,0
butler, ˈbʌtlɚ ˈbʌt·lər,0,0
butlers, ˈbʌtlɚ ˈbʌt·lər,1,0
buts, bʌts,0,0
butt, bʌt bʌt bʌt bʌt bʌt bʌt bʌt bʌt,0,0
butte, bjuːt bjut,0,0
